id,city,street_address,zip_code,phone_number,damage_score,event_date
7743,Paris,"121 Lamar Ave",75460,+18707838927,5.71,2026-04-25
7744,Paris,"122 Lamar Ave",75460,+18841193866,5.34,2026-04-25
7745,Paris,"123 Lamar Ave",75460,+18330669245,5.81,2026-04-25
7746,Paris,"124 Lamar Ave",75460,+17234950813,5.71,2026-04-25
7747,Paris,"125 Lamar Ave",75460,+13342458763,5.71,2026-04-25
7748,Paris,"126 Lamar Ave",75460,+12984484028,5.71,2026-04-25
7749,Paris,"127 Lamar Ave",75460,+17091796391,5.67,2026-04-25
7750,Paris,"128 Lamar Ave",75460,+17998254987,5.48,2026-04-25
7751,Paris,"129 Lamar Ave",75460,+13285655380,5.77,2026-04-25
7752,Paris,"130 Lamar Ave",75460,+15664517572,5.71,2026-04-25
7753,Paris,"131 Lamar Ave",75460,+15253937560,6.01,2026-04-25
7754,Paris,"132 Lamar Ave",75460,+14968490384,5.71,2026-04-25
7755,Paris,"133 Lamar Ave",75460,+11132234064,5.82,2026-04-25
7756,Paris,"134 Lamar Ave",75460,+13837285973,5.71,2026-04-25
7757,Paris,"135 Lamar Ave",75460,+19194384517,5.78,2026-04-25
7758,Paris,"136 Lamar Ave",75460,+13403144430,5.71,2026-04-25
7759,Paris,"137 Lamar Ave",75460,+18245432244,6.02,2026-04-25
7760,Paris,"138 Lamar Ave",75460,+12303353011,5.34,2026-04-25
7761,Paris,"139 Lamar Ave",75460,+12422573341,6.01,2026-04-25
7762,Paris,"140 Lamar Ave",75460,+11876796979,5.67,2026-04-25
7763,Paris,"141 Lamar Ave",75460,+17154023004,5.99,2026-04-25
7764,Paris,"142 Lamar Ave",75460,+18247530995,5.69,2026-04-25
7765,Paris,"143 Lamar Ave",75460,+15196598093,5.93,2026-04-25
7766,Paris,"144 Lamar Ave",75460,+13909671178,5.64,2026-04-25
7767,Paris,"145 Lamar Ave",75460,+19490239625,5.97,2026-04-25
7768,Paris,"146 Lamar Ave",75460,+17772686872,5.63,2026-04-25
7769,Paris,"147 Lamar Ave",75460,+10445064399,5.97,2026-04-25
7770,Paris,"148 Lamar Ave",75460,+17952737829,5.64,2026-04-25
7771,Paris,"149 Lamar Ave",75460,+10540588147,5.96,2026-04-25
7772,Paris,"150 Lamar Ave",75460,+17308871361,5.68,2026-04-25
7773,Paris,"151 Lamar Ave",75460,+16483387658,5.97,2026-04-25
7774,Paris,"152 Lamar Ave",75460,+13701942846,5.64,2026-04-25
7775,Paris,"153 Lamar Ave",75460,+15871438702,6.03,2026-04-25
7776,Paris,"154 Lamar Ave",75460,+18043403189,5.52,2026-04-25
7777,Paris,"155 Lamar Ave",75460,+18262149690,6.0,2026-04-25
7778,Paris,"156 Lamar Ave",75460,+19534317148,5.61,2026-04-25
7779,Paris,"157 Lamar Ave",75460,+17553853218,5.98,2026-04-25
7780,Paris,"158 Lamar Ave",75460,+18007373412,5.55,2026-04-25
7781,Paris,"159 Lamar Ave",75460,+14662467549,5.99,2026-04-25
7782,Paris,"160 Lamar Ave",75460,+18613847426,5.46,2026-04-25
7783,Paris,"161 Lamar Ave",75460,+18052227690,6.02,2026-04-25
7784,Paris,"162 Lamar Ave",75460,+16543000357,5.45,2026-04-25
7785,Paris,"163 Lamar Ave",75460,+11838743530,5.96,2026-04-25
7786,Paris,"164 Lamar Ave",75460,+16230001070,5.51,2026-04-25
7787,Paris,"165 Lamar Ave",75460,+12579117972,5.93,2026-04-25
7788,Paris,"166 Lamar Ave",75460,+17140460658,5.44,2026-04-25
7789,Paris,"167 Lamar Ave",75460,+13022497229,5.9,2026-04-25
7790,Paris,"168 Lamar Ave",75460,+14511081689,5.41,2026-04-25
7791,Paris,"169 Lamar Ave",75460,+16812468168,5.92,2026-04-25
7792,Paris,"170 Lamar Ave",75460,+17178916619,5.4,2026-04-25
7793,Paris,"171 Lamar Ave",75460,+15473616493,5.87,2026-04-25
7794,Paris,"172 Lamar Ave",75460,+10072404305,5.37,2026-04-25
7795,Paris,"173 Lamar Ave",75460,+12524733332,5.88,2026-04-25
7796,Paris,"174 Lamar Ave",75460,+13328629080,5.38,2026-04-25
7797,Paris,"175 Lamar Ave",75460,+14780565092,5.91,2026-04-25
7798,Paris,"176 Lamar Ave",75460,+19016804056,5.44,2026-04-25
7799,Paris,"177 Lamar Ave",75460,+16957768021,5.89,2026-04-25
7800,Paris,"178 Lamar Ave",75460,+11802967892,5.41,2026-04-25
7801,Paris,"179 Lamar Ave",75460,+16874680410,5.88,2026-04-25
7802,Paris,"180 Lamar Ave",75460,+16189891685,5.36,2026-04-25
7803,Paris,"181 Lamar Ave",75460,+16572609674,5.96,2026-04-25
7804,Paris,"182 Lamar Ave",75460,+19535010536,5.39,2026-04-25
7805,Paris,"183 Lamar Ave",75460,+14887544322,5.93,2026-04-25
7807,Paris,"185 Lamar Ave",75460,+19261865299,5.95,2026-04-25
7808,Paris,"186 Lamar Ave",75460,+10416085969,5.36,2026-04-25
7809,Paris,"187 Lamar Ave",75460,+19587314538,5.88,2026-04-25
7810,Paris,"188 Lamar Ave",75460,+18745672651,5.34,2026-04-25
7811,Paris,"189 Lamar Ave",75460,+12915147478,5.9,2026-04-25
7812,Paris,"190 Lamar Ave",75460,+12227763181,5.35,2026-04-25
7813,Paris,"191 Lamar Ave",75460,+12218438787,5.87,2026-04-25
7814,Paris,"192 Lamar Ave",75460,+11301561153,5.34,2026-04-25
7815,Paris,"193 Lamar Ave",75460,+13187932100,5.86,2026-04-25
7816,Paris,"194 Lamar Ave",75460,+15785489114,5.35,2026-04-25
7817,Paris,"195 Lamar Ave",75460,+18312185362,5.91,2026-04-25
7818,Paris,"196 Lamar Ave",75460,+17242824016,5.36,2026-04-25
7819,Paris,"197 Lamar Ave",75460,+13949026160,5.95,2026-04-25
7820,Paris,"198 Lamar Ave",75460,+12342621684,5.39,2026-04-25
7821,Paris,"199 Lamar Ave",75460,+17178323328,5.94,2026-04-25
7822,Paris,"200 Lamar Ave",75460,+11079262679,5.39,2026-04-25
7823,Paris,"201 Lamar Ave",75460,+11976462080,5.39,2026-04-25
7824,Paris,"202 Lamar Ave",75460,+16274137806,5.38,2026-04-25
7825,Paris,"203 Lamar Ave",75460,+10179980648,5.73,2026-04-25
7827,Paris,"205 Lamar Ave",75460,+10995812246,5.64,2026-04-25
7829,Paris,"207 Lamar Ave",75460,+15908565899,5.7,2026-04-25
7831,Paris,"209 Lamar Ave",75460,+10654429924,5.72,2026-04-25
7833,Paris,"211 Lamar Ave",75460,+19641923090,5.82,2026-04-25
7835,Paris,"213 Lamar Ave",75460,+14842919824,5.87,2026-04-25
7837,Paris,"215 Lamar Ave",75460,+19711434845,5.41,2026-04-25
7839,Paris,"217 Lamar Ave",75460,+13534204921,5.38,2026-04-25
7841,Paris,"219 Lamar Ave",75460,+18061059186,5.38,2026-04-25
7843,Paris,"221 Lamar Ave",75460,+15630987322,5.59,2026-04-25
7845,Paris,"223 Lamar Ave",75460,+18520164582,5.29,2026-04-25
7847,Paris,"225 Lamar Ave",75460,+16275302846,5.29,2026-04-25
7849,Paris,"227 Lamar Ave",75460,+17941197651,5.61,2026-04-25
7851,Paris,"229 Lamar Ave",75460,+16284977386,5.22,2026-04-25
7853,Paris,"231 Lamar Ave",75460,+10785738218,5.82,2026-04-25
7855,Paris,"233 Lamar Ave",75460,+10767247685,5.96,2026-04-25
7857,Paris,"235 Lamar Ave",75460,+11084348049,6.07,2026-04-25
7859,Paris,"237 Lamar Ave",75460,+14210948307,6.0,2026-04-25
7861,Paris,"239 Lamar Ave",75460,+12096810501,5.99,2026-04-25
7863,Paris,"241 Lamar Ave",75460,+11699262313,5.88,2026-04-25
7865,Paris,"243 Lamar Ave",75460,+13343393950,6.0,2026-04-25
7867,Paris,"245 Lamar Ave",75460,+17595291256,6.06,2026-04-25
7869,Paris,"247 Lamar Ave",75460,+15910457513,6.11,2026-04-25
7871,Paris,"249 Lamar Ave",75460,+10873458943,6.03,2026-04-25
7872,Paris,"250 Lamar Ave",75460,+10556060464,5.22,2026-04-25
7874,Paris,"252 Lamar Ave",75460,+16589754351,5.27,2026-04-25
7875,Paris,"253 Lamar Ave",75460,+18335791993,5.98,2026-04-25
7876,Paris,"254 Lamar Ave",75460,+19457364814,5.18,2026-04-25
7877,Paris,"255 Lamar Ave",75460,+18639161955,6.03,2026-04-25
7878,Paris,"256 Lamar Ave",75460,+16416720179,5.25,2026-04-25
7879,Paris,"257 Lamar Ave",75460,+11389757789,6.09,2026-04-25
7880,Paris,"258 Lamar Ave",75460,+19180743559,5.22,2026-04-25
7881,Paris,"259 Lamar Ave",75460,+17445306261,6.14,2026-04-25
7882,Paris,"260 Lamar Ave",75460,+16978800116,5.22,2026-04-25
7883,Paris,"261 Lamar Ave",75460,+11924431575,6.18,2026-04-25
7885,Paris,"263 Lamar Ave",75460,+18691788975,6.22,2026-04-25
7887,Paris,"265 Lamar Ave",75460,+19347177668,6.16,2026-04-25
7889,Paris,"267 Lamar Ave",75460,+10451822804,6.19,2026-04-25
7891,Paris,"269 Lamar Ave",75460,+19992042154,6.11,2026-04-25
7893,Paris,"271 Lamar Ave",75460,+10249021349,6.16,2026-04-25
7894,Paris,"272 Lamar Ave",75460,+12938958030,5.06,2026-04-25
7895,Paris,"273 Lamar Ave",75460,+14087680472,6.17,2026-04-25
7896,Paris,"274 Lamar Ave",75460,+10602954701,5.06,2026-04-25
7897,Paris,"275 Lamar Ave",75460,+17640255832,6.2,2026-04-25
7898,Paris,"276 Lamar Ave",75460,+13758477439,5.04,2026-04-25
7899,Paris,"277 Lamar Ave",75460,+10889706679,5.29,2026-04-25
7900,Paris,"278 Lamar Ave",75460,+15716599845,5.04,2026-04-25
7901,Paris,"279 Lamar Ave",75460,+13369047757,5.25,2026-04-25
7902,Paris,"280 Lamar Ave",75460,+14238142921,5.37,2026-04-25
7903,Paris,"281 Lamar Ave",75460,+10550370471,5.37,2026-04-25
7904,Paris,"282 Lamar Ave",75460,+10204661032,5.37,2026-04-25
7905,Paris,"283 Lamar Ave",75460,+12642959162,5.37,2026-04-25
7907,Paris,"285 Lamar Ave",75460,+18868537719,6.33,2026-04-25
7909,Paris,"287 Lamar Ave",75460,+14718305146,6.31,2026-04-25
7911,Paris,"289 Lamar Ave",75460,+12176976617,6.32,2026-04-25
7913,Paris,"291 Lamar Ave",75460,+19215373453,6.31,2026-04-25
7914,Paris,"292 Lamar Ave",75460,+11031629624,5.13,2026-04-25
7915,Paris,"293 Lamar Ave",75460,+12104127435,6.34,2026-04-25
7916,Paris,"294 Lamar Ave",75460,+11297592844,5.12,2026-04-25
7917,Paris,"295 Lamar Ave",75460,+12539048453,6.13,2026-04-25
7918,Paris,"296 Lamar Ave",75460,+13065357371,5.14,2026-04-25
7919,Paris,"297 Lamar Ave",75460,+14929143944,6.04,2026-04-25
7920,Paris,"298 Lamar Ave",75460,+10080940398,5.15,2026-04-25
7921,Paris,"299 Lamar Ave",75460,+16597183821,5.15,2026-04-25
7922,Paris,"300 Lamar Ave",75460,+12326449145,5.15,2026-04-25
7923,Paris,"100 Clarksville St",75460,+19912332848,5.04,2026-04-25
7924,Paris,"101 Clarksville St",75460,+16606801994,5.34,2026-04-25
7925,Paris,"102 Clarksville St",75460,+16552692856,5.01,2026-04-25
7926,Paris,"103 Clarksville St",75460,+18918195344,5.31,2026-04-25
7927,Paris,"104 Clarksville St",75460,+17133825435,5.22,2026-04-25
7928,Paris,"105 Clarksville St",75460,+11022945068,5.16,2026-04-25
7929,Paris,"106 Clarksville St",75460,+12647588653,5.25,2026-04-25
7930,Paris,"107 Clarksville St",75460,+15230037160,5.2,2026-04-25
7931,Paris,"108 Clarksville St",75460,+12315554753,5.23,2026-04-25
7932,Paris,"109 Clarksville St",75460,+17756043047,5.16,2026-04-25
7933,Paris,"110 Clarksville St",75460,+13344948993,5.4,2026-04-25
7934,Paris,"111 Clarksville St",75460,+17538424072,5.12,2026-04-25
7935,Paris,"112 Clarksville St",75460,+14773567595,5.34,2026-04-25
7936,Paris,"113 Clarksville St",75460,+19633955383,5.15,2026-04-25
7937,Paris,"114 Clarksville St",75460,+13162309164,5.4,2026-04-25
7938,Paris,"115 Clarksville St",75460,+12983260249,5.12,2026-04-25
7939,Paris,"116 Clarksville St",75460,+19471697493,5.29,2026-04-25
7940,Paris,"117 Clarksville St",75460,+12469839542,5.42,2026-04-25
7941,Paris,"118 Clarksville St",75460,+13288982477,5.57,2026-04-25
7942,Paris,"119 Clarksville St",75460,+19073307023,5.47,2026-04-25
7943,Paris,"120 Clarksville St",75460,+14121816981,5.11,2026-04-25
7944,Paris,"121 Clarksville St",75460,+13246408913,5.48,2026-04-25
7945,Paris,"122 Clarksville St",75460,+14992537367,5.68,2026-04-25
7946,Paris,"123 Clarksville St",75460,+19420251877,5.33,2026-04-25
7947,Paris,"124 Clarksville St",75460,+13439188926,5.68,2026-04-25
7948,Paris,"125 Clarksville St",75460,+18842797223,5.28,2026-04-25
7949,Paris,"126 Clarksville St",75460,+17589166501,5.2,2026-04-25
7950,Paris,"127 Clarksville St",75460,+10788232591,5.23,2026-04-25
7951,Paris,"128 Clarksville St",75460,+17960783041,5.0,2026-04-25
7952,Paris,"129 Clarksville St",75460,+15189885411,5.29,2026-04-25
7953,Paris,"130 Clarksville St",75460,+17093560969,5.08,2026-04-25
7954,Paris,"131 Clarksville St",75460,+19167697344,5.17,2026-04-25
7955,Paris,"132 Clarksville St",75460,+11073669236,5.04,2026-04-25
7956,Paris,"133 Clarksville St",75460,+17082599291,5.23,2026-04-25
7958,Paris,"135 Clarksville St",75460,+12200649039,5.19,2026-04-25
7959,Paris,"136 Clarksville St",75460,+15155407355,5.21,2026-04-25
7960,Paris,"137 Clarksville St",75460,+18906170088,5.2,2026-04-25
7961,Paris,"138 Clarksville St",75460,+18103426735,5.32,2026-04-25
7962,Paris,"139 Clarksville St",75460,+14999394079,5.2,2026-04-25
7964,Paris,"141 Clarksville St",75460,+13774988099,5.21,2026-04-25
7966,Paris,"143 Clarksville St",75460,+17549732476,5.19,2026-04-25
7968,Paris,"145 Clarksville St",75460,+13268606778,5.29,2026-04-25
7970,Paris,"147 Clarksville St",75460,+18343557943,5.26,2026-04-25
7972,Paris,"149 Clarksville St",75460,+18794435828,5.2,2026-04-25
7974,Paris,"151 Clarksville St",75460,+14000917427,5.17,2026-04-25
7976,Paris,"153 Clarksville St",75460,+11485469121,5.21,2026-04-25
7978,Paris,"155 Clarksville St",75460,+10725117691,5.22,2026-04-25
7980,Paris,"157 Clarksville St",75460,+19843498211,5.23,2026-04-25
7982,Paris,"159 Clarksville St",75460,+13489924622,5.26,2026-04-25
7984,Paris,"161 Clarksville St",75460,+14989551792,5.24,2026-04-25
7986,Paris,"163 Clarksville St",75460,+11824867257,5.21,2026-04-25
7988,Paris,"165 Clarksville St",75460,+10641063383,5.54,2026-04-25
7990,Paris,"167 Clarksville St",75460,+13620700933,5.49,2026-04-25
7992,Paris,"169 Clarksville St",75460,+19244826619,5.74,2026-04-25
7994,Paris,"171 Clarksville St",75460,+17274805370,5.67,2026-04-25
7996,Paris,"173 Clarksville St",75460,+14777491768,5.68,2026-04-25
7998,Paris,"175 Clarksville St",75460,+17047769373,5.68,2026-04-25
7999,Paris,"176 Clarksville St",75460,+15744689588,5.04,2026-04-25
8000,Paris,"177 Clarksville St",75460,+18687479738,5.22,2026-04-25
8002,Paris,"179 Clarksville St",75460,+15961192091,5.12,2026-04-25
8003,Paris,"180 Clarksville St",75460,+13293343527,5.05,2026-04-25
8004,Paris,"181 Clarksville St",75460,+13137522018,5.17,2026-04-25
8005,Paris,"182 Clarksville St",75460,+12654274772,5.14,2026-04-25
8006,Paris,"183 Clarksville St",75460,+11191234943,5.22,2026-04-25
8007,Paris,"184 Clarksville St",75460,+14619925020,5.1,2026-04-25
8008,Paris,"185 Clarksville St",75460,+19339409384,5.27,2026-04-25
8009,Paris,"186 Clarksville St",75460,+10695381493,5.09,2026-04-25
8010,Paris,"187 Clarksville St",75460,+18480426569,5.3,2026-04-25
8011,Paris,"188 Clarksville St",75460,+18737195371,5.12,2026-04-25
8012,Paris,"189 Clarksville St",75460,+17346576151,5.33,2026-04-25
8013,Paris,"190 Clarksville St",75460,+17125834715,5.13,2026-04-25
8014,Paris,"191 Clarksville St",75460,+13299026050,5.22,2026-04-25
8015,Paris,"192 Clarksville St",75460,+18784456697,5.46,2026-04-25
8016,Paris,"193 Clarksville St",75460,+12716377190,5.23,2026-04-25
8017,Paris,"194 Clarksville St",75460,+14824087065,5.44,2026-04-25
8018,Paris,"195 Clarksville St",75460,+19981472259,5.17,2026-04-25
8019,Paris,"196 Clarksville St",75460,+12932497337,5.3,2026-04-25
8020,Paris,"197 Clarksville St",75460,+17669349005,5.15,2026-04-25
8021,Paris,"198 Clarksville St",75460,+16770269257,5.28,2026-04-25
8022,Paris,"199 Clarksville St",75460,+12066873735,5.28,2026-04-25
8023,Paris,"200 Clarksville St",75460,+19958331081,5.28,2026-04-25
8124,Paris,"100 N Main St",75460,+16095608041,5.48,2026-04-25
8125,Paris,"101 N Main St",75460,+18840672653,5.39,2026-04-25
8126,Paris,"102 N Main St",75460,+15115002365,5.95,2026-04-25
8127,Paris,"103 N Main St",75460,+19836883707,6.14,2026-04-25
8128,Paris,"104 N Main St",75460,+16091969443,5.78,2026-04-25
8129,Paris,"105 N Main St",75460,+15026410410,5.99,2026-04-25
8130,Paris,"106 N Main St",75460,+10457201918,5.61,2026-04-25
8131,Paris,"107 N Main St",75460,+11396727419,5.5,2026-04-25
8132,Paris,"108 N Main St",75460,+10031220839,5.99,2026-04-25
8133,Paris,"109 N Main St",75460,+10878923061,5.5,2026-04-25
8134,Paris,"110 N Main St",75460,+14893428078,5.66,2026-04-25
8135,Paris,"111 N Main St",75460,+13807706970,5.91,2026-04-25
8136,Paris,"112 N Main St",75460,+13961244350,5.64,2026-04-25
8137,Paris,"113 N Main St",75460,+11400079696,5.82,2026-04-25
8138,Paris,"114 N Main St",75460,+13908928658,5.53,2026-04-25
8139,Paris,"115 N Main St",75460,+12511530631,5.94,2026-04-25
8140,Paris,"116 N Main St",75460,+11822935247,5.53,2026-04-25
8141,Paris,"117 N Main St",75460,+15406071194,5.72,2026-04-25
8142,Paris,"118 N Main St",75460,+19575789334,5.62,2026-04-25
8143,Paris,"119 N Main St",75460,+17648324648,5.9,2026-04-25
8144,Paris,"120 N Main St",75460,+14153363783,5.66,2026-04-25
8145,Paris,"121 N Main St",75460,+16167230794,5.92,2026-04-25
8146,Paris,"122 N Main St",75460,+19400814482,5.37,2026-04-25
8147,Paris,"123 N Main St",75460,+17072063222,5.96,2026-04-25
8148,Paris,"124 N Main St",75460,+16084366984,5.28,2026-04-25
8149,Paris,"125 N Main St",75460,+16508227156,6.09,2026-04-25
8150,Paris,"126 N Main St",75460,+14690615540,5.44,2026-04-25
8151,Paris,"127 N Main St",75460,+18689768129,6.39,2026-04-25
8152,Paris,"128 N Main St",75460,+17984875674,5.31,2026-04-25
8153,Paris,"129 N Main St",75460,+16422308774,6.09,2026-04-25
8154,Paris,"130 N Main St",75460,+14623489987,5.52,2026-04-25
8155,Paris,"131 N Main St",75460,+14645924335,6.02,2026-04-25
8156,Paris,"132 N Main St",75460,+14770970089,5.15,2026-04-25
8157,Paris,"133 N Main St",75460,+12927603382,5.92,2026-04-25
8159,Paris,"135 N Main St",75460,+18451101948,5.92,2026-04-25
8161,Paris,"137 N Main St",75460,+11175703874,6.02,2026-04-25
8163,Paris,"139 N Main St",75460,+12847696882,6.04,2026-04-25
8165,Paris,"141 N Main St",75460,+13761316559,6.0,2026-04-25
8167,Paris,"143 N Main St",75460,+15259291895,6.12,2026-04-25
8169,Paris,"145 N Main St",75460,+10454441461,6.14,2026-04-25
8171,Paris,"147 N Main St",75460,+17613496534,6.1,2026-04-25
8173,Paris,"149 N Main St",75460,+16409487724,6.28,2026-04-25
8175,Paris,"151 N Main St",75460,+17541532978,6.44,2026-04-25
8177,Paris,"153 N Main St",75460,+18741987364,6.37,2026-04-25
8179,Paris,"155 N Main St",75460,+17142627627,6.41,2026-04-25
8181,Paris,"157 N Main St",75460,+16898297257,6.47,2026-04-25
8183,Paris,"159 N Main St",75460,+14341452771,6.62,2026-04-25
8185,Paris,"161 N Main St",75460,+12496267837,5.65,2026-04-25
8187,Paris,"163 N Main St",75460,+18256151672,5.64,2026-04-25
8189,Paris,"165 N Main St",75460,+19332361152,5.6,2026-04-25
8191,Paris,"167 N Main St",75460,+17635978746,5.6,2026-04-25
8193,Paris,"169 N Main St",75460,+12488022722,6.37,2026-04-25
8195,Paris,"171 N Main St",75460,+12891122180,6.34,2026-04-25
8197,Paris,"173 N Main St",75460,+12460811048,6.27,2026-04-25
8199,Paris,"175 N Main St",75460,+13339983848,6.05,2026-04-25
8201,Paris,"177 N Main St",75460,+19251153286,5.86,2026-04-25
8203,Paris,"179 N Main St",75460,+11058020270,5.91,2026-04-25
8205,Paris,"181 N Main St",75460,+18380388089,5.89,2026-04-25
8206,Paris,"182 N Main St",75460,+18201741486,5.06,2026-04-25
8207,Paris,"183 N Main St",75460,+14028661813,5.76,2026-04-25
8209,Paris,"185 N Main St",75460,+18823960297,5.85,2026-04-25
8211,Paris,"187 N Main St",75460,+11750929388,5.66,2026-04-25
8213,Paris,"189 N Main St",75460,+15930174289,5.75,2026-04-25
8215,Paris,"191 N Main St",75460,+17415824229,5.8,2026-04-25
8221,Paris,"197 N Main St",75460,+13323102126,5.13,2026-04-25
8223,Paris,"199 N Main St",75460,+19507984050,5.13,2026-04-25
8225,Paris,"201 N Main St",75460,+19318110658,5.13,2026-04-25
8284,Paris,"260 N Main St",75460,+10346809891,5.03,2026-04-25
8292,Paris,"268 N Main St",75460,+15188800850,5.0,2026-04-25
8298,Paris,"274 N Main St",75460,+11660242206,5.18,2026-04-25
8302,Paris,"278 N Main St",75460,+10517817002,5.02,2026-04-25
8304,Paris,"280 N Main St",75460,+11005532149,5.0,2026-04-25
8306,Paris,"282 N Main St",75460,+18921870849,5.06,2026-04-25
8308,Paris,"284 N Main St",75460,+15614244022,5.03,2026-04-25
8312,Paris,"288 N Main St",75460,+14614360640,5.07,2026-04-25
8314,Paris,"290 N Main St",75460,+17925803708,5.01,2026-04-25
8316,Paris,"292 N Main St",75460,+10916561319,5.15,2026-04-25
8318,Paris,"294 N Main St",75460,+19230177069,5.09,2026-04-25
8320,Paris,"296 N Main St",75460,+12498177402,5.16,2026-04-25
8322,Paris,"298 N Main St",75460,+14677795157,5.09,2026-04-25
8324,Paris,"300 N Main St",75460,+15375869547,5.36,2026-04-25
8326,Paris,"302 N Main St",75460,+17772039248,5.39,2026-04-25
8328,Paris,"304 N Main St",75460,+15307535702,5.43,2026-04-25
8330,Paris,"306 N Main St",75460,+16742037863,5.22,2026-04-25
8332,Paris,"308 N Main St",75460,+12072420577,5.17,2026-04-25
8334,Paris,"310 N Main St",75460,+19496811348,5.09,2026-04-25
8336,Paris,"312 N Main St",75460,+12201653524,5.19,2026-04-25
8338,Paris,"314 N Main St",75460,+11477151183,5.23,2026-04-25
8340,Paris,"316 N Main St",75460,+17083484169,5.27,2026-04-25
8342,Paris,"318 N Main St",75460,+10902334657,5.17,2026-04-25
8344,Paris,"320 N Main St",75460,+19730907445,5.07,2026-04-25
8346,Paris,"322 N Main St",75460,+14137760086,5.12,2026-04-25
8348,Paris,"324 N Main St",75460,+18622002892,5.09,2026-04-25
8350,Paris,"326 N Main St",75460,+16249262227,5.59,2026-04-25
8352,Paris,"328 N Main St",75460,+14720215426,5.98,2026-04-25
8354,Paris,"330 N Main St",75460,+16135115967,5.6,2026-04-25
8356,Paris,"332 N Main St",75460,+19533880008,5.62,2026-04-25
8358,Paris,"334 N Main St",75460,+18946378179,5.62,2026-04-25
8360,Paris,"336 N Main St",75460,+19865376788,5.52,2026-04-25
8362,Paris,"338 N Main St",75460,+19661348021,5.65,2026-04-25
8364,Paris,"340 N Main St",75460,+14446237092,5.89,2026-04-25
8366,Paris,"342 N Main St",75460,+11524715740,5.83,2026-04-25
8368,Paris,"344 N Main St",75460,+10406822220,5.87,2026-04-25
8370,Paris,"346 N Main St",75460,+18596296959,5.79,2026-04-25
8371,Paris,"347 N Main St",75460,+13757563509,5.22,2026-04-25
8372,Paris,"348 N Main St",75460,+13351034020,5.69,2026-04-25
8373,Paris,"349 N Main St",75460,+12356620295,5.22,2026-04-25
8374,Paris,"350 N Main St",75460,+14171048204,5.43,2026-04-25
8375,Paris,"351 N Main St",75460,+11300531614,5.35,2026-04-25
8376,Paris,"352 N Main St",75460,+11061195203,5.56,2026-04-25
8377,Paris,"353 N Main St",75460,+14273564346,5.31,2026-04-25
8378,Paris,"354 N Main St",75460,+11181592403,5.47,2026-04-25
8380,Paris,"356 N Main St",75460,+16334679928,5.57,2026-04-25
8382,Paris,"358 N Main St",75460,+13267511321,5.42,2026-04-25
8384,Paris,"360 N Main St",75460,+11481704816,5.52,2026-04-25
8386,Paris,"362 N Main St",75460,+16886447707,5.52,2026-04-25
8388,Paris,"364 N Main St",75460,+17936138106,5.61,2026-04-25
8390,Paris,"366 N Main St",75460,+10583216866,5.61,2026-04-25
8392,Paris,"368 N Main St",75460,+14031703060,5.67,2026-04-25
8394,Paris,"370 N Main St",75460,+11373985568,5.59,2026-04-25
8396,Paris,"372 N Main St",75460,+10628424049,5.65,2026-04-25
8398,Paris,"374 N Main St",75460,+16977847078,5.69,2026-04-25
8400,Paris,"376 N Main St",75460,+19990062116,5.7,2026-04-25
8414,Paris,"390 N Main St",75460,+13391153274,5.11,2026-04-25
8416,Paris,"392 N Main St",75460,+11975519451,5.07,2026-04-25
8418,Paris,"394 N Main St",75460,+10937356869,5.06,2026-04-25
8420,Paris,"396 N Main St",75460,+19461702293,5.08,2026-04-25
8422,Paris,"398 N Main St",75460,+19730403851,5.08,2026-04-25
8424,Paris,"400 N Main St",75460,+14266859824,5.17,2026-04-25
8425,"Wichita Falls","100 Scott Ave",76301,+10230000890,17.07,2026-04-25
8426,"Wichita Falls","101 Scott Ave",76301,+10446222115,17.41,2026-04-25
8427,"Wichita Falls","102 Scott Ave",76301,+12331540833,25.83,2026-04-25
8428,"Wichita Falls","103 Scott Ave",76301,+10398605732,25.83,2026-04-25
8429,"Wichita Falls","104 Scott Ave",76301,+12666971739,19.0,2026-04-25
8430,"Wichita Falls","105 Scott Ave",76301,+12065443535,16.78,2026-04-25
8431,"Wichita Falls","106 Scott Ave",76301,+11682905087,21.29,2026-04-25
8432,"Wichita Falls","107 Scott Ave",76301,+11631348148,16.25,2026-04-25
8433,"Wichita Falls","108 Scott Ave",76301,+18302883637,19.94,2026-04-25
8434,"Wichita Falls","109 Scott Ave",76301,+12108424226,24.47,2026-04-25
8435,"Wichita Falls","110 Scott Ave",76301,+18908846331,34.79,2026-04-25
8436,"Wichita Falls","111 Scott Ave",76301,+15943075216,16.77,2026-04-25
8437,"Wichita Falls","112 Scott Ave",76301,+10054755713,30.32,2026-04-25
8438,"Wichita Falls","113 Scott Ave",76301,+13120954396,23.59,2026-04-25
8439,"Wichita Falls","114 Scott Ave",76301,+16345418468,20.41,2026-04-25
8440,"Wichita Falls","115 Scott Ave",76301,+17991019803,23.4,2026-04-25
8441,"Wichita Falls","116 Scott Ave",76301,+18483638306,20.59,2026-04-25
8442,"Wichita Falls","117 Scott Ave",76301,+11587097486,23.58,2026-04-25
8443,"Wichita Falls","118 Scott Ave",76301,+12408515397,20.64,2026-04-25
8444,"Wichita Falls","119 Scott Ave",76301,+15461851701,23.25,2026-04-25
8445,"Wichita Falls","120 Scott Ave",76301,+19821498886,20.95,2026-04-25
8446,"Wichita Falls","121 Scott Ave",76301,+16091753317,23.43,2026-04-25
